Assay_Type	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	LibrarySource	Library_Name	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	individual	sex	tissue	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LoadDate	Platform	ReleaseDate	SRA_Study	age	breed	cultivar	dev_stage	ecotype	isolate	strain
WGS	250	SAMN11245723	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575645	GENOMIC	476	5092	2458	Gambusia holbrooki	SRR8785918	SRS4537873	G.hol._2F_H	19	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245723	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575644	GENOMIC	477	4878	2291	Gambusia holbrooki	SRR8785919	SRS4537873	G.hol._2F_H	19	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245723	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575631	GENOMIC	383	4463	1773	Gambusia holbrooki	SRR8785932	SRS4537873	G.hol._2F_H	19	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245723	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575630	GENOMIC	382	4353	1861	Gambusia holbrooki	SRR8785933	SRS4537873	G.hol._2F_H	19	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575519	GENOMIC	485	3669	1636	Gambusia holbrooki	SRR8785511	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575518	GENOMIC	484	4573	2136	Gambusia holbrooki	SRR8785512	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575814	GENOMIC	403	3959	1645	Gambusia holbrooki	SRR8785749	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575813	GENOMIC	402	3969	1606	Gambusia holbrooki	SRR8785750	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575812	GENOMIC	399	3942	1577	Gambusia holbrooki	SRR8785751	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575811	GENOMIC	398	3979	1588	Gambusia holbrooki	SRR8785752	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575810	GENOMIC	401	3966	1588	Gambusia holbrooki	SRR8785753	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575809	GENOMIC	400	3969	1593	Gambusia holbrooki	SRR8785754	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575806	GENOMIC	397	3861	1656	Gambusia holbrooki	SRR8785757	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575706	GENOMIC	411	3940	1615	Gambusia holbrooki	SRR8785857	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575705	GENOMIC	410	3926	1622	Gambusia holbrooki	SRR8785858	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575675	GENOMIC	405	3950	1612	Gambusia holbrooki	SRR8785888	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575674	GENOMIC	404	3945	1613	Gambusia holbrooki	SRR8785889	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575673	GENOMIC	407	3941	1604	Gambusia holbrooki	SRR8785890	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575672	GENOMIC	406	3948	1604	Gambusia holbrooki	SRR8785891	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575671	GENOMIC	409	3915	1622	Gambusia holbrooki	SRR8785892	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575670	GENOMIC	408	3910	1619	Gambusia holbrooki	SRR8785893	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575653	GENOMIC	482	4789	2306	Gambusia holbrooki	SRR8785910	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575652	GENOMIC	483	4764	2295	Gambusia holbrooki	SRR8785911	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575650	GENOMIC	479	4819	2375	Gambusia holbrooki	SRR8785913	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575649	GENOMIC	480	4784	2408	Gambusia holbrooki	SRR8785914	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245724	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575648	GENOMIC	481	4804	2295	Gambusia holbrooki	SRR8785915	SRS4537882	G.hol._3F_H	20	female	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245709	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575328	TRANSCRIPTOMIC	216	2377	936	Micropoecilia picta	SRR8785702	SRS4537854	P.pic._5M_T	11	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245709	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575327	TRANSCRIPTOMIC	217	691	271	Micropoecilia picta	SRR8785703	SRS4537854	P.pic._5M_T	11	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245709	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575326	TRANSCRIPTOMIC	218	1414	592	Micropoecilia picta	SRR8785704	SRS4537854	P.pic._5M_T	11	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245709	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575325	TRANSCRIPTOMIC	219	1582	630	Micropoecilia picta	SRR8785705	SRS4537854	P.pic._5M_T	11	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245705	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575330	TRANSCRIPTOMIC	201	1165	456	Micropoecilia picta	SRR8785700	SRS4537855	P.pic._1F_T	7	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245705	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575329	TRANSCRIPTOMIC	200	1400	551	Micropoecilia picta	SRR8785701	SRS4537855	P.pic._1F_T	7	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245705	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575708	TRANSCRIPTOMIC	203	1355	537	Micropoecilia picta	SRR8785855	SRS4537855	P.pic._1F_T	7	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245705	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575707	TRANSCRIPTOMIC	202	1202	502	Micropoecilia picta	SRR8785856	SRS4537855	P.pic._1F_T	7	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245708	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575332	TRANSCRIPTOMIC	212	749	294	Micropoecilia picta	SRR8785698	SRS4537856	P.pic._3M_T	10	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245708	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575331	TRANSCRIPTOMIC	213	2669	1044	Micropoecilia picta	SRR8785699	SRS4537856	P.pic._3M_T	10	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245708	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575804	TRANSCRIPTOMIC	214	1669	696	Micropoecilia picta	SRR8785759	SRS4537856	P.pic._3M_T	10	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245708	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575803	TRANSCRIPTOMIC	215	1884	747	Micropoecilia picta	SRR8785760	SRS4537856	P.pic._3M_T	10	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245710	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575420	TRANSCRIPTOMIC	223	1721	675	Micropoecilia picta	SRR8785610	SRS4537872	P.pic._6M_T	12	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245710	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575419	TRANSCRIPTOMIC	222	1518	628	Micropoecilia picta	SRR8785611	SRS4537872	P.pic._6M_T	12	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245710	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575800	TRANSCRIPTOMIC	220	2623	1026	Micropoecilia picta	SRR8785763	SRS4537872	P.pic._6M_T	12	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245710	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575611	TRANSCRIPTOMIC	221	719	279	Micropoecilia picta	SRR8785952	SRS4537872	P.pic._6M_T	12	male	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245706	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575712	TRANSCRIPTOMIC	207	1952	770	Micropoecilia picta	SRR8785851	SRS4537892	P.pic._2F_T	8	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245706	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575711	TRANSCRIPTOMIC	206	1783	738	Micropoecilia picta	SRR8785852	SRS4537892	P.pic._2F_T	8	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245706	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575710	TRANSCRIPTOMIC	205	2659	1037	Micropoecilia picta	SRR8785853	SRS4537892	P.pic._2F_T	8	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245706	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575709	TRANSCRIPTOMIC	204	975	381	Micropoecilia picta	SRR8785854	SRS4537892	P.pic._2F_T	8	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245707	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575716	TRANSCRIPTOMIC	211	1682	660	Micropoecilia picta	SRR8785847	SRS4537893	P.pic._4F_T	9	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245707	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575715	TRANSCRIPTOMIC	210	1536	632	Micropoecilia picta	SRR8785848	SRS4537893	P.pic._4F_T	9	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245707	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575714	TRANSCRIPTOMIC	209	607	236	Micropoecilia picta	SRR8785849	SRS4537893	P.pic._4F_T	9	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
RNA-Seq	150	SAMN11245707	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575713	TRANSCRIPTOMIC	208	2763	1077	Micropoecilia picta	SRR8785850	SRS4537893	P.pic._4F_T	9	female	tail	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575324	GENOMIC	195	4770	2294	Micropoecilia picta	SRR8785706	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575323	GENOMIC	194	4759	2414	Micropoecilia picta	SRR8785707	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575322	GENOMIC	193	4791	2376	Micropoecilia picta	SRR8785708	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575320	GENOMIC	199	3652	1643	Micropoecilia picta	SRR8785710	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575319	GENOMIC	198	4550	2143	Micropoecilia picta	SRR8785711	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575318	GENOMIC	197	4733	2298	Micropoecilia picta	SRR8785712	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	250	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575317	GENOMIC	196	4755	2302	Micropoecilia picta	SRR8785713	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575836	GENOMIC	150	4349	1791	Micropoecilia picta	SRR8785727	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575835	GENOMIC	151	4358	1791	Micropoecilia picta	SRR8785728	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575831	GENOMIC	143	4242	1832	Micropoecilia picta	SRR8785732	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
WGS	300	SAMN11245704	fastq sra	gs s3	gs.US s3.us-east-1	SRX5575830	GENOMIC	144	4359	1753	Micropoecilia picta	SRR8785733	SRS4537852	P.pic._6M_H	12	male	head	PRJNA528814	Model organism or animal	UNIVERSITY COLLEGE LONDON	public	0	Illumina HiSeq 4000	PAIRED	unspecified	3/26/19	ILLUMINA	1/27/20	SRP189425	adult	not applicable	not applicable	adult	not applicable	not applicable	not applicable
