INDV	O(HOM)	E(HOM)	N_SITES	F	chr
reticulata_M_J044_Yarra_high	258263	245761.5	348437	0.12176	chr22
reticulata_M_J051_Quare_low	295137	244964.8	347261	0.49046	chr22
reticulata_M_J052_Quare_low	302083	246092.8	348913	0.54454	chr22
reticulata_M_J053_Quare_low	296983	245642.3	348250	0.50036	chr22
reticulata_M_J054_Quare_low	301192	246798.4	349964	0.52725	chr22
reticulata_F_04_lab	279492	269446.2	385220	0.08677	chr23
reticulata_F_07_lab	293700	269432.7	385228	0.20957	chr23
reticulata_M_08_lab	284468	269409.6	385182	0.13007	chr23
reticulata_M_11_lab	286093	269367.7	385103	0.14451	chr23
reticulata_M_J001_Aripo_high	277241	268793.0	384266	0.07316	chr23
reticulata_M_J003_Aripo_high	282906	267775.6	382794	0.13155	chr23
reticulata_M_J004_Aripo_high	282249	268017.1	383141	0.12362	chr23
reticulata_M_J005_Aripo_high	284879	268937.1	384495	0.13796	chr23
reticulata_M_J012_Yarra_low	297237	268605.1	384021	0.24808	chr23
reticulata_M_J013_Yarra_low	276698	269080.3	384713	0.06588	chr23
reticulata_M_J014_Yarra_low	326131	267060.8	381784	0.51489	chr23
reticulata_M_J015_Yarra_low	317082	266756.9	381332	0.43923	chr23
reticulata_M_J016_Quare_high	284126	268980.7	384545	0.13105	chr23
reticulata_M_J017_Quare_high	278610	268722.8	384172	0.08564	chr23
reticulata_M_J019_Quare_high	281216	269038.9	384640	0.10534	chr23
reticulata_M_J020_Quare_high	281899	267966.9	383092	0.12102	chr23
reticulata_M_J032_Aripo_low	298923	268858.7	384409	0.26018	chr23
reticulata_M_J033_Aripo_low	288218	268591.2	384019	0.17004	chr23
reticulata_M_J034_Aripo_low	314282	267988.9	383121	0.40209	chr23
reticulata_M_J035_Aripo_low	323536	267389.0	382265	0.48876	chr23
reticulata_M_J041_Yarra_high	285824	268725.6	384183	0.14809	chr23
reticulata_M_J042_Yarra_high	284347	268648.8	384086	0.13599	chr23
reticulata_M_J043_Yarra_high	296100	267059.4	381753	0.25320	chr23
reticulata_M_J044_Yarra_high	284910	267583.6	382522	0.15074	chr23
reticulata_M_J051_Quare_low	319125	266690.2	381216	0.45784	chr23
reticulata_M_J052_Quare_low	317892	268174.4	383380	0.43156	chr23
reticulata_M_J053_Quare_low	320007	267465.8	382360	0.45730	chr23
reticulata_M_J054_Quare_low	324984	268598.9	384009	0.48856	chr23
reticulata_F_04_lab	111324	105815.9	150036	0.12456	chr24
reticulata_F_07_lab	113111	105831.1	150066	0.16457	chr24
reticulata_M_08_lab	107201	105795.5	150010	0.03179	chr24
reticulata_M_11_lab	112833	105815.9	150043	0.15866	chr24
reticulata_M_J001_Aripo_high	103377	105661.2	149821	-0.05172	chr24
reticulata_M_J003_Aripo_high	104867	105132.3	149037	-0.00604	chr24
reticulata_M_J004_Aripo_high	112080	105069.1	148938	0.15981	chr24
reticulata_M_J005_Aripo_high	107088	105555.1	149649	0.03476	chr24
reticulata_M_J012_Yarra_low	109041	105440.0	149493	0.08174	chr24
reticulata_M_J013_Yarra_low	109094	105531.4	149625	0.08080	chr24
reticulata_M_J014_Yarra_low	126581	104570.4	148253	0.50388	chr24
reticulata_M_J015_Yarra_low	107612	105022.4	148859	0.05907	chr24
reticulata_M_J016_Quare_high	109553	105571.8	149690	0.09024	chr24
reticulata_M_J017_Quare_high	112465	105312.9	149302	0.16259	chr24
reticulata_M_J019_Quare_high	113092	105546.2	149630	0.17117	chr24
reticulata_M_J020_Quare_high	112879	105149.3	149081	0.17595	chr24
reticulata_M_J032_Aripo_low	102622	105730.3	149905	-0.07036	chr24
reticulata_M_J033_Aripo_low	113642	105365.0	149382	0.18804	chr24
reticulata_M_J034_Aripo_low	125997	105031.9	148902	0.47789	chr24
reticulata_M_J035_Aripo_low	117614	105186.2	149128	0.28282	chr24
reticulata_M_J041_Yarra_high	107103	105450.9	149492	0.03751	chr24
reticulata_M_J042_Yarra_high	112119	105302.4	149297	0.15494	chr24
reticulata_M_J043_Yarra_high	110179	104676.3	148375	0.12592	chr24
reticulata_M_J044_Yarra_high	108395	104911.3	148717	0.07953	chr24
reticulata_M_J051_Quare_low	121787	104555.9	148201	0.39480	chr24
reticulata_M_J052_Quare_low	119322	105305.3	149306	0.31856	chr24
reticulata_M_J053_Quare_low	122020	104926.0	148751	0.39005	chr24
reticulata_M_J054_Quare_low	117705	105522.0	149608	0.27635	chr24
reticulata_F_04_lab	285879	267792.4	382240	0.15803	chr2
reticulata_F_07_lab	286992	267971.5	382500	0.16608	chr2
reticulata_M_08_lab	289886	267870.9	382351	0.19231	chr2
reticulata_M_11_lab	274707	267980.3	382518	0.05873	chr2
reticulata_M_J001_Aripo_high	275715	267129.4	381287	0.07521	chr2
reticulata_M_J003_Aripo_high	271745	266484.6	380318	0.04621	chr2
reticulata_M_J004_Aripo_high	270502	266502.6	380380	0.03512	chr2
reticulata_M_J005_Aripo_high	280992	267226.5	381418	0.12055	chr2
reticulata_M_J012_Yarra_low	318937	266370.9	380189	0.46184	chr2
reticulata_M_J013_Yarra_low	331333	266164.8	379911	0.57293	chr2
reticulata_M_J014_Yarra_low	319022	265236.5	378563	0.47461	chr2
reticulata_M_J015_Yarra_low	278168	265593.2	379082	0.11080	chr2
reticulata_M_J016_Quare_high	283695	267203.7	381382	0.14443	chr2
reticulata_M_J017_Quare_high	277604	267023.8	381119	0.09273	chr2
reticulata_M_J019_Quare_high	285833	267218.6	381412	0.16301	chr2
reticulata_M_J020_Quare_high	276356	266460.8	380264	0.08695	chr2
reticulata_M_J032_Aripo_low	277932	267499.5	381831	0.09125	chr2
reticulata_M_J033_Aripo_low	290510	266982.4	381088	0.20619	chr2
reticulata_M_J034_Aripo_low	318706	266036.8	379719	0.46330	chr2
reticulata_M_J035_Aripo_low	287022	266452.4	380316	0.18065	chr2
reticulata_M_J041_Yarra_high	283477	267257.1	381487	0.14199	chr2
reticulata_M_J042_Yarra_high	285170	266956.5	381045	0.15964	chr2
reticulata_M_J043_Yarra_high	291723	265298.3	378624	0.23317	chr2
reticulata_M_J044_Yarra_high	290980	265611.0	379082	0.22357	chr2
reticulata_M_J051_Quare_low	316220	264988.2	378162	0.45268	chr2
reticulata_M_J052_Quare_low	318500	266429.4	380253	0.45747	chr2
reticulata_M_J053_Quare_low	313936	265893.8	379465	0.42301	chr2
reticulata_M_J054_Quare_low	320290	267151.6	381313	0.46547	chr2
reticulata_F_04_lab	297927	283972.3	404840	0.11545	chr3
reticulata_F_07_lab	296605	284037.4	404971	0.10392	chr3
reticulata_M_08_lab	295740	283879.5	404752	0.09812	chr3
reticulata_M_11_lab	291412	283884.3	404732	0.06229	chr3
reticulata_M_J001_Aripo_high	307831	283127.2	403665	0.20495	chr3
reticulata_M_J003_Aripo_high	295534	282355.2	402521	0.10967	chr3
reticulata_M_J004_Aripo_high	290639	282455.2	402720	0.06805	chr3
reticulata_M_J005_Aripo_high	297749	283490.9	404189	0.11813	chr3
reticulata_M_J012_Yarra_low	322397	282835.0	403225	0.32862	chr3
reticulata_M_J013_Yarra_low	290992	283628.3	404379	0.06098	chr3
reticulata_M_J014_Yarra_low	288105	282348.8	402542	0.04789	chr3
reticulata_M_J015_Yarra_low	345320	280549.6	399936	0.54253	chr3
reticulata_M_J016_Quare_high	291512	283367.2	403973	0.06753	chr3
reticulata_M_J017_Quare_high	292279	283201.5	403755	0.07530	chr3
reticulata_M_J019_Quare_high	290949	283363.5	403961	0.06290	chr3
reticulata_M_J020_Quare_high	293238	282698.0	402974	0.08763	chr3
reticulata_M_J032_Aripo_low	341330	282843.5	403246	0.48576	chr3
reticulata_M_J033_Aripo_low	327783	282682.8	403027	0.37476	chr3
reticulata_M_J034_Aripo_low	340646	282241.2	402408	0.48603	chr3
reticulata_M_J035_Aripo_low	310170	282458.4	402686	0.23049	chr3
reticulata_M_J041_Yarra_high	307648	283157.8	403697	0.20317	chr3
reticulata_M_J042_Yarra_high	299420	283065.0	403549	0.13574	chr3
reticulata_M_J043_Yarra_high	300209	281526.1	401313	0.15597	chr3
reticulata_M_J044_Yarra_high	296053	280997.5	400568	0.12591	chr3
reticulata_M_J051_Quare_low	331951	280494.9	399833	0.43118	chr3
reticulata_M_J052_Quare_low	331491	281979.9	401978	0.41260	chr3
reticulata_M_J053_Quare_low	335486	281141.7	400779	0.45424	chr3
reticulata_M_J054_Quare_low	349832	282183.6	402284	0.56327	chr3
reticulata_F_04_lab	303474	289734.2	414044	0.11053	chr4
reticulata_F_07_lab	311614	289931.2	414353	0.17427	chr4
reticulata_M_08_lab	294366	289975.5	414407	0.03528	chr4
reticulata_M_11_lab	331339	289447.2	413632	0.33733	chr4
reticulata_M_J001_Aripo_high	307659	288982.1	412960	0.15065	chr4
reticulata_M_J003_Aripo_high	309984	287810.6	411230	0.17966	chr4
reticulata_M_J004_Aripo_high	311111	287969.3	411476	0.18737	chr4
reticulata_M_J005_Aripo_high	313074	289069.0	413082	0.19357	chr4
reticulata_M_J012_Yarra_low	357112	288349.5	412066	0.55581	chr4
reticulata_M_J013_Yarra_low	330594	288756.1	412667	0.33765	chr4
reticulata_M_J014_Yarra_low	316963	288000.2	411556	0.23441	chr4
reticulata_M_J015_Yarra_low	346077	286715.2	409713	0.48263	chr4
reticulata_M_J016_Quare_high	303717	289174.3	413239	0.11722	chr4
reticulata_M_J017_Quare_high	306990	288815.4	412705	0.14670	chr4
reticulata_M_J019_Quare_high	300252	289223.5	413294	0.08889	chr4
reticulata_M_J020_Quare_high	297453	288256.6	411865	0.07440	chr4
reticulata_M_J032_Aripo_low	335298	288719.6	412599	0.37600	chr4
reticulata_M_J033_Aripo_low	349325	287857.5	411360	0.49770	chr4
reticulata_M_J034_Aripo_low	317714	288335.2	412026	0.23752	chr4
reticulata_M_J035_Aripo_low	325005	287932.9	411433	0.30018	chr4
reticulata_M_J041_Yarra_high	308187	289089.5	413130	0.15396	chr4
reticulata_M_J042_Yarra_high	310661	288779.2	412675	0.17661	chr4
reticulata_M_J043_Yarra_high	298802	287373.5	410614	0.09273	chr4
reticulata_M_J044_Yarra_high	302087	287731.8	411147	0.11632	chr4
reticulata_M_J051_Quare_low	342755	286532.1	409362	0.45773	chr4
reticulata_M_J052_Quare_low	341595	288033.1	411586	0.43351	chr4
reticulata_M_J053_Quare_low	336154	287456.0	410725	0.39505	chr4
reticulata_M_J054_Quare_low	342941	288669.6	412487	0.43832	chr4
reticulata_F_04_lab	317247	294400.8	420133	0.18171	chr5
reticulata_F_07_lab	310500	294713.0	420599	0.12541	chr5
reticulata_M_08_lab	341791	294125.7	419753	0.37942	chr5
reticulata_M_11_lab	309350	294612.0	420447	0.11712	chr5
reticulata_M_J001_Aripo_high	297992	293709.6	419144	0.03414	chr5
reticulata_M_J003_Aripo_high	311532	292400.1	417227	0.15327	chr5
reticulata_M_J004_Aripo_high	299236	292957.6	418040	0.05019	chr5
reticulata_M_J005_Aripo_high	306259	293889.7	419411	0.09854	chr5
reticulata_M_J012_Yarra_low	326243	293330.5	418591	0.26275	chr5
reticulata_M_J013_Yarra_low	361948	292889.1	417965	0.55214	chr5
reticulata_M_J014_Yarra_low	329880	292298.9	417139	0.30103	chr5
reticulata_M_J015_Yarra_low	309521	292045.1	416730	0.14016	chr5
reticulata_M_J016_Quare_high	307652	294017.8	419577	0.10859	chr5
reticulata_M_J017_Quare_high	308286	293663.8	419064	0.11660	chr5
reticulata_M_J019_Quare_high	306748	294044.9	419601	0.10118	chr5
reticulata_M_J020_Quare_high	305890	292956.5	418013	0.10342	chr5
reticulata_M_J032_Aripo_low	349408	293186.7	418378	0.44908	chr5
reticulata_M_J033_Aripo_low	314251	293326.1	418570	0.16707	chr5
reticulata_M_J034_Aripo_low	335781	292595.8	417522	0.34569	chr5
reticulata_M_J035_Aripo_low	334098	292339.8	417173	0.33451	chr5
reticulata_M_J041_Yarra_high	312446	293747.5	419223	0.14902	chr5
reticulata_M_J042_Yarra_high	314393	293417.9	418736	0.16737	chr5
reticulata_M_J043_Yarra_high	311821	291826.5	416412	0.16049	chr5
reticulata_M_J044_Yarra_high	311682	292002.2	416659	0.15787	chr5
reticulata_M_J051_Quare_low	350380	291209.2	415484	0.47613	chr5
reticulata_M_J052_Quare_low	357143	292735.0	417736	0.51526	chr5
reticulata_M_J053_Quare_low	349833	292217.2	416986	0.46178	chr5
reticulata_M_J054_Quare_low	357476	293579.5	418951	0.50966	chr5
reticulata_F_04_lab	270161	259190.1	367571	0.10123	chr6
reticulata_F_07_lab	275430	259430.8	367950	0.14743	chr6
reticulata_M_08_lab	266298	259415.0	367930	0.06343	chr6
reticulata_M_11_lab	263371	259521.0	368058	0.03547	chr6
reticulata_M_J001_Aripo_high	259808	258756.1	366949	0.00972	chr6
reticulata_M_J003_Aripo_high	268792	257779.8	365535	0.10220	chr6
reticulata_M_J004_Aripo_high	276651	257525.9	365132	0.17773	chr6
reticulata_M_J005_Aripo_high	262445	258997.4	367298	0.03183	chr6
reticulata_M_J012_Yarra_low	314254	257839.0	365660	0.52323	chr6
reticulata_M_J013_Yarra_low	304789	258188.8	366141	0.43167	chr6
reticulata_M_J014_Yarra_low	281365	257482.5	365130	0.22186	chr6
reticulata_M_J015_Yarra_low	281218	256819.0	364158	0.22731	chr6
reticulata_M_J016_Quare_high	267857	258696.7	366829	0.08471	chr6
reticulata_M_J017_Quare_high	270533	258367.0	366363	0.11265	chr6
reticulata_M_J019_Quare_high	266670	258815.9	367043	0.07257	chr6
reticulata_M_J020_Quare_high	266239	257958.3	365773	0.07680	chr6
reticulata_M_J032_Aripo_low	294109	258660.6	366817	0.32775	chr6
reticulata_M_J033_Aripo_low	276206	258282.4	366256	0.16600	chr6
reticulata_M_J034_Aripo_low	267484	258544.5	366637	0.08270	chr6
reticulata_M_J035_Aripo_low	271474	258117.1	366016	0.12379	chr6
reticulata_M_J041_Yarra_high	273439	258710.5	366900	0.13614	chr6
reticulata_M_J042_Yarra_high	279236	258394.1	366444	0.19289	chr6
reticulata_M_J043_Yarra_high	279245	256883.2	364240	0.20829	chr6
reticulata_M_J044_Yarra_high	281699	257080.1	364522	0.22914	chr6
reticulata_M_J051_Quare_low	306646	256474.7	363625	0.46823	chr6
reticulata_M_J052_Quare_low	308525	257734.0	365461	0.47148	chr6
reticulata_M_J053_Quare_low	305592	257269.5	364792	0.44942	chr6
reticulata_M_J054_Quare_low	308602	258575.1	366699	0.46268	chr6
reticulata_F_04_lab	287147	275994.3	392224	0.09595	chr7
reticulata_F_07_lab	297494	276141.0	392428	0.18362	chr7
reticulata_M_08_lab	285978	276266.9	392624	0.08346	chr7
reticulata_M_11_lab	286123	276520.8	393004	0.08243	chr7
reticulata_M_J001_Aripo_high	286239	275184.8	391022	0.09543	chr7
reticulata_M_J003_Aripo_high	284959	274826.1	390549	0.08756	chr7
reticulata_M_J004_Aripo_high	297387	274366.0	389878	0.19930	chr7
reticulata_M_J005_Aripo_high	288222	275663.1	391801	0.10814	chr7
reticulata_M_J012_Yarra_low	300173	274956.4	390705	0.21786	chr7
reticulata_M_J013_Yarra_low	285124	275720.2	391793	0.08102	chr7
reticulata_M_J014_Yarra_low	335650	272934.7	387756	0.54620	chr7
reticulata_M_J015_Yarra_low	273126	274345.8	389808	-0.01056	chr7
reticulata_M_J016_Quare_high	285334	275326.2	391243	0.08634	chr7
reticulata_M_J017_Quare_high	286459	275408.2	391347	0.09532	chr7
reticulata_M_J019_Quare_high	286470	275630.4	391722	0.09337	chr7
reticulata_M_J020_Quare_high	281341	274800.3	390468	0.05655	chr7
reticulata_M_J032_Aripo_low	314239	274897.8	390588	0.34006	chr7
reticulata_M_J033_Aripo_low	309608	274459.2	390001	0.30421	chr7
reticulata_M_J034_Aripo_low	337000	273337.0	388312	0.55371	chr7
reticulata_M_J035_Aripo_low	301295	274713.7	390371	0.22983	chr7
reticulata_M_J041_Yarra_high	295207	275414.8	391400	0.17064	chr7
reticulata_M_J042_Yarra_high	296843	275286.8	391219	0.18594	chr7
reticulata_M_J043_Yarra_high	282991	273963.4	389224	0.07832	chr7
reticulata_M_J044_Yarra_high	289220	274253.6	389713	0.12962	chr7
reticulata_M_J051_Quare_low	323445	272452.7	387041	0.44500	chr7
reticulata_M_J052_Quare_low	327891	273898.1	389195	0.46829	chr7
reticulata_M_J053_Quare_low	326717	273179.1	388093	0.46590	chr7
reticulata_M_J054_Quare_low	337229	275039.8	390835	0.53706	chr7
reticulata_F_04_lab	282050	268465.1	374171	0.12852	chr8
reticulata_F_07_lab	286718	268677.7	374477	0.17051	chr8
reticulata_M_08_lab	274494	268760.8	374599	0.05417	chr8
reticulata_M_11_lab	274514	268762.8	374597	0.05434	chr8
reticulata_M_J001_Aripo_high	267981	267855.9	373251	0.00119	chr8
reticulata_M_J003_Aripo_high	277365	266895.5	371901	0.09970	chr8
reticulata_M_J004_Aripo_high	266773	267229.6	372349	-0.00434	chr8
reticulata_M_J005_Aripo_high	266573	268304.2	373918	-0.01639	chr8
reticulata_M_J012_Yarra_low	254287	268389.5	374013	-0.13352	chr8
reticulata_M_J013_Yarra_low	288919	267640.4	372971	0.20202	chr8
reticulata_M_J014_Yarra_low	303730	265822.2	370338	0.36270	chr8
reticulata_M_J015_Yarra_low	290034	265883.3	370459	0.23094	chr8
reticulata_M_J016_Quare_high	271991	267982.5	373462	0.03800	chr8
reticulata_M_J017_Quare_high	268407	267967.0	373439	0.00417	chr8
reticulata_M_J019_Quare_high	274596	268199.0	373789	0.06058	chr8
reticulata_M_J020_Quare_high	273583	267148.4	372266	0.06121	chr8
reticulata_M_J032_Aripo_low	305670	267710.1	373086	0.36023	chr8
reticulata_M_J033_Aripo_low	294281	267352.0	372557	0.25597	chr8
reticulata_M_J034_Aripo_low	314901	266879.8	371914	0.45720	chr8
reticulata_M_J035_Aripo_low	304085	266805.8	371777	0.35514	chr8
reticulata_M_J041_Yarra_high	278980	268117.7	373654	0.10292	chr8
reticulata_M_J042_Yarra_high	274055	267860.7	373294	0.05875	chr8
reticulata_M_J043_Yarra_high	272864	266367.2	371177	0.06199	chr8
reticulata_M_J044_Yarra_high	279011	266291.5	371002	0.12147	chr8
reticulata_M_J051_Quare_low	297422	266107.2	370734	0.29930	chr8
reticulata_M_J052_Quare_low	304612	267085.9	372157	0.35715	chr8
reticulata_M_J053_Quare_low	277926	267328.9	372516	0.10075	chr8
reticulata_M_J054_Quare_low	293527	268234.2	373842	0.23950	chr8
reticulata_F_04_lab	268569	262239.1	374351	0.05646	chr9
reticulata_F_07_lab	279153	262233.6	374369	0.15088	chr9
reticulata_M_08_lab	275969	262124.5	374191	0.12354	chr9
reticulata_M_11_lab	268352	262204.2	374302	0.05484	chr9
reticulata_M_J001_Aripo_high	276389	261363.9	373066	0.13451	chr9
reticulata_M_J003_Aripo_high	266554	260775.5	372219	0.05185	chr9
reticulata_M_J004_Aripo_high	270243	260875.4	372354	0.08403	chr9
reticulata_M_J005_Aripo_high	275115	261757.8	373643	0.11938	chr9
reticulata_M_J012_Yarra_low	288704	261389.0	373108	0.24450	chr9
reticulata_M_J013_Yarra_low	285192	261467.0	373253	0.21224	chr9
reticulata_M_J014_Yarra_low	312575	259962.5	371070	0.47353	chr9
reticulata_M_J015_Yarra_low	311933	259555.7	370496	0.47212	chr9
reticulata_M_J016_Quare_high	272788	261608.5	373436	0.09997	chr9
reticulata_M_J017_Quare_high	271701	261250.1	372914	0.09359	chr9
reticulata_M_J019_Quare_high	275788	261682.5	373533	0.12611	chr9
reticulata_M_J020_Quare_high	273257	260846.1	372305	0.11135	chr9
reticulata_M_J032_Aripo_low	300769	261347.8	373063	0.35287	chr9
reticulata_M_J033_Aripo_low	290347	261009.7	372560	0.26300	chr9
reticulata_M_J034_Aripo_low	284264	260913.1	372436	0.20938	chr9
reticulata_M_J035_Aripo_low	322319	259887.3	370940	0.56218	chr9
reticulata_M_J041_Yarra_high	280564	261376.0	373125	0.17171	chr9
reticulata_M_J042_Yarra_high	276321	261321.2	373036	0.13427	chr9
reticulata_M_J043_Yarra_high	274997	259862.9	370904	0.13629	chr9
reticulata_M_J044_Yarra_high	279280	260117.4	371260	0.17241	chr9
reticulata_M_J051_Quare_low	299444	259352.3	370144	0.36187	chr9
reticulata_M_J052_Quare_low	308369	260645.7	372038	0.42843	chr9
reticulata_M_J053_Quare_low	321730	259768.1	370748	0.55832	chr9
reticulata_M_J054_Quare_low	307057	261458.9	373222	0.40799	chr9
